,tweet_created,tweet_id,full_text,cleaned_text,sentiment_confidence,sentiment,sentiment_encoded
5958,2015-08-07 08:27:51 -0700,6.296753257865585e+17,"RT @boomx6harold: Wait did they just invoke 14th amendment on fetuses, but refuse to for gay, fully developed humans? #okgop #GOPDebate",wait did they just invoke 14th amendment on fetuses but refuse to for gay fully developed humans okgop gopdebate,1.0,Negative,0
5959,2015-08-07 08:27:50 -0700,6.29675324737876e+17,"RT @IDG375: 17 candidates, 2 debates, 1 Donald Trump and plenty to fact-check http://t.co/QFedZq4q5z via @PolitiFact #GOPFAIL #GOPDEBATE",17 candidates 2 debates 1 donald trump and plenty to factcheck  via gopfail gopdebate,0.2403,Neutral,2
5960,2015-08-07 08:27:50 -0700,6.296753225779773e+17,RT @Trap_Jesus: Oooohhhhhh Hillary. RT @HillaryClinton: Watch the #GOPdebate? Bet you feel like donating to a Democrat right now. http://t.…,oooohhhhhh hillary watch the gopdebate bet you feel like donating to a democrat right now …,0.6778,Negative,0
5961,2015-08-07 08:27:50 -0700,6.296753218480169e+17,"RT @FatCatColleen: ""Maybe if I just keep bringing up immigration they won't notice my hairs not real"" - Donald Trumphs inner monologue #GOP…",maybe if i just keep bringing up immigration they will not notice my hairs not real  donald trumphs inner monologue gop…,0.6462,Negative,0
5962,2015-08-07 08:27:49 -0700,6.296753197634314e+17,Serious question about the #GOPDebate. Did any candidate...ANY of them... put forth a vision that will resonate with a VOTING MAJORITY? No.,serious question about the gopdebate did any candidateany of them put forth a vision that will resonate with a voting majority no,1.0,Negative,0
5963,2015-08-07 08:27:48 -0700,6.29675316114387e+17,"RT @JulietteIsabell: @JohnGGalt That was no debate. That was shot job on Trump, manufactured by the GOP Cartel via FOX news. #GOPDebate",that was no debate that was shot job on trump manufactured by the gop cartel via fox news gopdebate,0.6304,Negative,0
5964,2015-08-07 08:27:48 -0700,6.296753132707717e+17,Scott Walker Forces Women To Carry Rapists’ Pregnancies &amp; Let Men Sue Over Abortion #GOPDebate http://t.co/yziVIpQAnx @Badgersbane @amyjofox,scott walker forces women to carry rapists’ pregnancies  let men sue over abortion gopdebate ,1.0,Negative,0
5965,2015-08-07 08:27:47 -0700,6.296753114840392e+17,"The #GOPDebate Well, I'm lost for words...",the gopdebate well i am lost for words,0.6915,Negative,0
5968,2015-08-07 08:27:45 -0700,6.296753039509258e+17,"#Rubio, #Kasich &amp; #Fiorina Rise, While the #Trump Show Tanks. And Fox surprises everyone w/ substantial #GOPDebate. http://t.co/96WvHcT07E",rubio kasich  fiorina rise while the trump show tanks and fox surprises everyone w substantial gopdebate ,0.6667,Negative,0
5969,2015-08-07 08:27:43 -0700,6.296752957763748e+17,RT @AllieRenison: This is true. Fox News team hit it out of the park for last night's #GOPDebate - moderators did a first-rate job https://…,this is true fox news team hit it out of the park for last nights gopdebate  moderators did a firstrate job https…,1.0,Positive,4
5970,2015-08-07 08:27:42 -0700,6.296752901895373e+17,"Ben, I love ya man. I think it went more like @realDonaldTrump nailed them for thinking he isn't, wasn't. #GOPDebate https://t.co/nuCZHpHlvX",ben i love ya man i think it went more like nailed them for thinking he is not was not gopdebate ,1.0,Positive,4
5971,2015-08-07 08:27:42 -0700,6.296752883229368e+17,RT @emilycrockett: Wow Megyn's voice seemed to catch when asking about rape/incest exceptions #GOPDebate,wow megyns voice seemed to catch when asking about rapeincest exceptions gopdebate,0.6737,Neutral,2
5972,2015-08-07 08:27:42 -0700,6.296752878951301e+17,I've never seen a larger collection of nimrods on one stage. #GOPDebate,i have never seen a larger collection of nimrods on one stage gopdebate,0.3505,Negative,0
5973,2015-08-07 08:27:41 -0700,6.29675286712447e+17,@marcorubio came out of the gate like a true leader. I look forward to hearing more about his plans for a better America. #GOPDebate,came out of the gate like a true leader i look forward to hearing more about his plans for a better america gopdebate,1.0,Positive,4
5974,2015-08-07 08:27:41 -0700,6.296752852526694e+17,So how was the #GOPDebate? I completely missed it.,so how was the gopdebate i completely missed it,0.6469,Neutral,2
5975,2015-08-07 08:27:38 -0700,6.296752735547802e+17,RT @eiggamking: I wish these men valued black/female/immigrant/impoverished lives as deeply as they value a clump of cells #GOPDebate,i wish these men valued blackfemaleimmigrantimpoverished lives as deeply as they value a clump of cells gopdebate,0.6859999999999999,Negative,0
5976,2015-08-07 08:27:38 -0700,6.296752724895621e+17,RT @UniteBlueWI: #ScottWalker Says In #GOPDebate He Doesn’t Support Abortion If A Woman’s Life Is At Risk http://t.co/sMQ2sx8qLh http://t.c…,scottwalker says in gopdebate he does not support abortion if a woman’s life is at risk  …,0.3436,Neutral,2
5977,2015-08-07 08:27:38 -0700,6.296752711222231e+17,RT @YesusWalks: I'm just gonna leave this here: http://t.co/46qIyxF6OY #GOPDebate http://t.co/XYy63q08XR,i am just going to leave this here  gopdebate ,0.7016,Negative,0
5978,2015-08-07 08:27:37 -0700,6.296752675570975e+17,Rand Paul given the least airtime in last night’s #GOPDebate. Trump given the most. http://t.co/5ZSfIlaumb http://t.co/CQKKKsK0n8,rand paul given the least airtime in last night’s gopdebate trump given the most  ,0.3596,Neutral,2
5979,2015-08-07 08:27:37 -0700,6.296752674983772e+17,.@realDonaldTrump said it last night: It's time to #GetMoneyOut #GOPDebate #GOPTBT #KochVsPope http://t.co/xItysJFLrJ, said it last night it is time to getmoneyout gopdebate goptbt kochvspope ,0.6917,Positive,4
5980,2015-08-07 08:27:36 -0700,6.296752642435604e+17,"#GOPDebate field: eight Senators &amp; Governors, a billionaire businessman who's been famous for 30 years, and then also some doctor.",gopdebate field eight senators  governors a billionaire businessman who is been famous for 30 years and then also some doctor,1.0,Neutral,2
5981,2015-08-07 08:27:34 -0700,6.296752561064632e+17,"RT @DrMatthew: #DonaldTrump is a hybrid of Christie's assholery, Rubio's naivete, Cruz's lack of reality, and Scott Walker's derpness.  #GO…",donaldtrump is a hybrid of christies assholery rubios naivete cruzs lack of reality and scott walkers derpness go…,1.0,Negative,0
5982,2015-08-07 08:27:32 -0700,6.296752495425044e+17,"RT @bledwine: #BATsAsk Why R U pushing #Charter schools  &amp; Vouchers? 
#GOPDebate 
@BadassTeachersA http://t.co/L1B6NNg6Gc",batsask why r you pushing charter schools  vouchers gopdebate ,0.6501,Negative,0
5983,2015-08-07 08:27:31 -0700,6.296752432426598e+17,"RT @cjwerleman: A hollowed out middle class, stagnant wages, a broken political &amp; justice system, and we're talking about unborn babies? #G…",a hollowed out middle class stagnant wages a broken political  justice system and we are talking about unborn babies g…,1.0,Negative,0
5985,2015-08-07 08:27:30 -0700,6.296752411495875e+17,RT @JohnGGalt: Fox News has no integrity showing their Frank Luntz crap I say we abandon their entire network. #MakeAmericaGreatAgain #GOPD…,fox news has no integrity showing their frank luntz crap i say we abandon their entire network makeamericagreatagain gopd…,1.0,Negative,0
5986,2015-08-07 08:27:29 -0700,6.296752368673423e+17,"Was SO disappointed in the @FoxNews #GOPDebate moderators last night. Come to find out they talked 37% of the time. Some ""moderators"".",was so disappointed in the gopdebate moderators last night come to find out they talked 37 of the time some moderators,1.0,Negative,0
5987,2015-08-07 08:27:29 -0700,6.296752355502162e+17,Anybody watch the @realDonaldTrump roast last night? He handled it pretty well. #GOPDebate #VoteTrump,anybody watch the roast last night he handled it pretty well gopdebate votetrump,1.0,Positive,4
5988,2015-08-07 08:27:28 -0700,6.296752306429829e+17,"Well, #DonalTrump don't like the truth from the Fox Focus group conducted by #FrankLuntz http://t.co/Zk4ajHqvxC #GOPDebate",well donaltrump do not like the truth from the fox focus group conducted by frankluntz  gopdebate,0.6667,Negative,0
5989,2015-08-07 08:27:27 -0700,6.296752283026063e+17,@marcorubio won that debate last night and it's not even close. Well done. #GOPDebate,won that debate last night and it is not even close well done gopdebate,0.6813,Positive,4
5990,2015-08-07 08:27:26 -0700,6.296752205429842e+17,RT @ShepNewsTeam: Fiorina the clear #GOPDebate winner in terms of Google searches so far: https://t.co/EV802sQThY http://t.co/SU6vl5v8rC,fiorina the clear gopdebate winner in terms of google searches so far  ,0.6463,Neutral,2
5991,2015-08-07 08:27:25 -0700,6.296752200104632e+17,#GOPDebate Just a bunch of squabbling on how to force the American people to accept uber conservative values and keep the under dog...under,gopdebate just a bunch of squabbling on how to force the american people to accept uber conservative values and keep the under dogunder,0.6753,Negative,0
5992,2015-08-07 08:27:24 -0700,6.296752139664138e+17,#GOPDebate's hometown candidate @JohnKasich gave a touching answer on gay marriage | http://t.co/QtN8echb29 #Kasich4Us #UniteNotDivide,gopdebates hometown candidate gave a touching answer on gay marriage   kasich4us unitenotdivide,0.7108,Positive,4
5993,2015-08-07 08:27:23 -0700,6.296752103634002e+17,"RT @Torchie123: This guy got the real shaft in the #GopDebate tonight.
WHY IS THAT? 
# http://t.co/zw8jUPqP11",this guy got the real shaft in the gopdebate tonight why is that  ,0.3516,Positive,4
5994,2015-08-07 08:27:23 -0700,6.296752101705687e+17,"RT @oliviabcarter: there's one thing about it, Donald Trump is bringing attention to the Republican Party that is needed #GOPDebate",there is one thing about it donald trump is bringing attention to the republican party that is needed gopdebate,0.3187,Neutral,2
5995,2015-08-07 08:27:23 -0700,6.296752091387945e+17,@Franchise2205 was eating popcorn during the #GOPDebate last night and my tooth broke off,was eating popcorn during the gopdebate last night and my tooth broke off,0.6477,Neutral,2
5998,2015-08-07 08:27:21 -0700,6.296752017818747e+17,"Lmao, who did this. #GOPDebate @realDonaldTrump #presidentialdebate  https://t.co/fmkGUBK2Bb",lmao who did this gopdebate presidentialdebate ,0.6667,Neutral,2
5999,2015-08-07 08:27:21 -0700,6.296752008591483e+17,Ben Carson was obviously nervous.  He should have had Cuba Gooding Jr play him during the #GOPDebate.,ben carson was obviously nervous he should have had cuba gooding jr play him during the gopdebate,1.0,Negative,0
6000,2015-08-07 08:27:19 -0700,6.296751951759606e+17,"I received a message from God saying ""don't play that #GOPDebate drinking game if you want to see tomorrow""",i received a message from god saying do not play that gopdebate drinking game if you want to see tomorrow,0.6703,Negative,0
6001,2015-08-07 08:27:19 -0700,6.296751917492265e+17,"""Eighty percent of the people in our prisons have addictions or problems."" One of the few #GOPDebate moments that made sense @JohnKasich",eighty percent of the people in our prisons have addictions or problems one of the few gopdebate moments that made sense,0.6842,Positive,4
6002,2015-08-07 08:27:15 -0700,6.296751751313981e+17,RT @RWSurferGirl: Why should @realDonaldTrump pledge support to the GOP when the establishment sold out to Obama? #GOPDebate  #GOPDebates 🇺🇸,why should pledge support to the gop when the establishment sold out to obama gopdebate gopdebates :united_states:,0.6559,Neutral,2
6003,2015-08-07 08:27:13 -0700,6.29675168571478e+17,RT @Edgar_Allan_Poe: Nothing in the known universe is larger than Marco Rubio's ears. #GOPDebate,nothing in the known universe is larger than marco rubios ears gopdebate,0.6477,Neutral,2
6004,2015-08-07 08:27:12 -0700,6.296751643476992e+17,RT @johnnyctweet: Choose your puppet carefully. #GOPDebate,choose your puppet carefully gopdebate,0.6451,Negative,0
6005,2015-08-07 08:27:10 -0700,6.296751556236493e+17,@Chubbies can you please take a picture from last night's #GOPDebate and photoshop 'mericas all over the candidates?,can you please take a picture from last nights gopdebate and photoshop mericas all over the candidates,0.7079,Neutral,2
6006,2015-08-07 08:27:05 -0700,6.296751332175831e+17,"Unlike #GOPDebate we'll talk race, activism #BlackLivesMatter #fergusonsyllabus #takeitdown #BTWAM on #UmichChat @ 1 http://t.co/XSrG0cT63g",unlike gopdebate we will talk race activism blacklivesmatter fergusonsyllabus takeitdown btwam on umichchat 1 ,0.7048,Negative,0
6007,2015-08-07 08:27:04 -0700,6.296751304200765e+17,Heaven help us if this is our new pres. #GOPDebate #Bernie2016 http://t.co/sV8cmCGaRz,heaven help us if this is our new pres gopdebate bernie2016 ,1.0,Negative,0
6008,2015-08-07 08:27:03 -0700,6.296751259490058e+17,Ted Cruz said he intends to 'instruct the Department of Justice and the IRS to start persecuting religious liberty' at the #GOPDebate,ted cruz said he intends to instruct the department of justice and the irs to start persecuting religious liberty at the gopdebate,0.6489,Neutral,2
6009,2015-08-07 08:27:03 -0700,6.296751245648282e+17,@juliaturner @Slate It's about time they admit to something. Truthfully if the didn't then we would call them out on it. #GOPDebate,it is about time they admit to something truthfully if the did not then we would call them out on it gopdebate,0.3407,Negative,0
6010,2015-08-07 08:27:02 -0700,6.296751226101473e+17,"RT @YorksKillerby: #GOPDebate Also notable how not 1 candidate, not really even Trump, went after Bush.",gopdebate also notable how not 1 candidate not really even trump went after bush,1.0,Negative,0
6011,2015-08-07 08:27:02 -0700,6.296751199300198e+17,RT @megynkelly: .@realDonaldTrump on giving to #Clinton: I didn’t know money would be used on private jets going all over the world. #GOPDe…, on giving to clinton i did not know money would be used on private jets going all over the world gopde…,0.3596,Positive,4
6012,2015-08-07 08:27:00 -0700,6.29675112812286e+17,RT @calfit32: And in spite of #FoxNewsTrumpHitJob #GOPDebate go #Trump2016  https://t.co/aJAeUCqlOZ,and in spite of foxnewstrumphitjob gopdebate go trump2016 ,1.0,Positive,4
6013,2015-08-07 08:26:59 -0700,6.296751103334195e+17,I think Donald is Hillary's biggest paid friend. #gopdebate @LessGovMoreFun,i think donald is hillarys biggest paid friend gopdebate,0.6729,Negative,0
6014,2015-08-07 08:26:59 -0700,6.296751096205353e+17,Huffington Post on Instagram: “Did anyone else notice this at the #GOPdebate last night? #Trump” http://t.co/S7uTOx2lvF,huffington post on instagram did anyone else notice this at the gopdebate last night trump ,1.0,Neutral,2
6015,2015-08-07 08:26:58 -0700,6.296751050948936e+17,@DWStweets @Kazport Good luck with that. You have 3 old white north easterners. #GOPDebate,good luck with that you have 3 old white north easterners gopdebate,0.6429,Neutral,2
6016,2015-08-07 08:26:58 -0700,6.296751048976466e+17,"Donald Trump On The Issues http://t.co/kZtZtudxPV 
""Every Political Leader on Every  Issue"" #GOPDebate #2016",donald trump on the issues  every political leader on every issue gopdebate 2016,1.0,Neutral,2
6017,2015-08-07 08:26:56 -0700,6.296750962112184e+17,These #GOPdebate graphics by @newsillustrator show why The Washington Post is great again: https://t.co/JiLE7vegzJ http://t.co/PtjWXu7ImU,these gopdebate graphics by show why the washington post is great again  ,0.6531,Negative,0
6018,2015-08-07 08:26:52 -0700,6.296750810657546e+17,"RT @TzviaBR: Today is ""International Beer Day,"" conveniently scheduled after ""International Listen to Republicans Talk for Two Hours Day.""
…",today is international beer day conveniently scheduled after international listen to republicans talk for two hours day …,1.0,Negative,0
6019,2015-08-07 08:26:52 -0700,6.296750797822444e+17,@realDonaldTrump cries after the #GOPDebate The preschooler cant stand that a WOMAN brought him down. Hes a disgusting pig. #DropOutAsshole,cries after the gopdebate the preschooler can not stand that a woman brought him down hes a disgusting pig dropoutasshole,1.0,Negative,0
6020,2015-08-07 08:26:52 -0700,6.296750791237345e+17,"Did I miss the questions and answers about our infrastructure?  The gov't CAN create jobs, and help the economy but R's say no !! #GOPDebate",did i miss the questions and answers about our infrastructure the govt can create jobs and help the economy but rs say no  gopdebate,0.6576,Neutral,2
6021,2015-08-07 08:26:50 -0700,6.296750701353861e+17,How do Fox conservatives who complain about media bias reconcile what Fox did to Trump last night? #GOPDebate,how do fox conservatives who complain about media bias reconcile what fox did to trump last night gopdebate,0.6754,Negative,0
6022,2015-08-07 08:26:48 -0700,6.296750638313636e+17,Combating #ISIS big topic in #GOPDebate. Our analysis based on all insurgencies since WWII http://t.co/kpq07uPyrS http://t.co/KgKYIJRww9,combating isis big topic in gopdebate our analysis based on all insurgencies since wwii  ,0.6512,Neutral,2
6023,2015-08-07 08:26:48 -0700,6.296750620527944e+17,"RT @ElizabethND04: They might be my favorite two, @KennedyNation ! #GOPDebate #FOXNEWSDEBATE #FoxDebate #FoxNews #FNC @FoxNews  https://t.c…",they might be my favorite two  gopdebate foxnewsdebate foxdebate foxnews fnc …,0.7124,Positive,4
6024,2015-08-07 08:26:47 -0700,6.296750596537057e+17,I think this was one of the best comments made during the debate. @foxnews #FoxNewsDebate #GOPDebate http://t.co/8xGtwK7ZUi,i think this was one of the best comments made during the debate foxnewsdebate gopdebate ,0.6413,Positive,4
6025,2015-08-07 08:26:47 -0700,6.296750592761528e+17,"If Donald Trump can be elected, then so can the entire cast of Jersey Shore. #GOPDebate",if donald trump can be elected then so can the entire cast of jersey shore gopdebate,1.0,Negative,0
6026,2015-08-07 08:26:43 -0700,6.296750431448883e+17,That about sums it up haha: 2016 bender starts now #SkimmLife #GOPDebate http://t.co/C4D62692Iq via @theSkimm,that about sums it up haha 2016 bender starts now skimmlife gopdebate  via,0.3497,Negative,0
6027,2015-08-07 08:26:42 -0700,6.29675039261098e+17,"@JohnKasich be like: ""If you turn out to be gay I'll still love you even if your daddy @tedcruz doesn't."" #GOPDebate https://t.co/tTBHqIKPM8",be like if you turn out to be gay i will still love you even if your daddy does not gopdebate ,0.3516,Positive,4
6028,2015-08-07 08:26:42 -0700,6.29675038514348e+17,"Hey America, after the #GOPDebate, this about sums it up... http://t.co/4M0MskR83h",hey america after the gopdebate this about sums it up ,1.0,Negative,0
6029,2015-08-07 08:26:41 -0700,6.296750339636797e+17,RT MolonLabia67: RT icareviews: No more wars for Israel. #JewsDid911 #GOPDebate #ZOG #cuckservative #Ziocuck,molonlabia67 icareviews no more wars for israel jewsdid911 gopdebate zog cuckservative ziocuck,0.3517,Neutral,2
6030,2015-08-07 08:26:39 -0700,6.296750262921708e+17,Funniest thing you'll read today. #GOPDebate https://t.co/oU6bza7or4,funniest thing you will read today gopdebate ,0.6526,Neutral,2
6031,2015-08-07 08:26:39 -0700,6.29675025638015e+17,RT @kzshabazz: ...But I don't take either party seriously. GOP and Dems are on the same racist team #GOPDebate,but i do not take either party seriously gop and dems are on the same racist team gopdebate,1.0,Negative,0
6032,2015-08-07 08:26:39 -0700,6.296750247949394e+17,"I wonder why ""the Facebook"" sponsored the debate when they couldn't even stream live video. So disappointing. #GOPDebate",i wonder why the facebook sponsored the debate when they could not even stream live video so disappointing gopdebate,0.6264,Negative,0
6033,2015-08-07 08:26:37 -0700,6.296750168047698e+17,RT @testisfidelis: #POTUS  creates Bureau of Vital Fetal Organs RT http://t.co/CHz5PJ6rr8 #FoxNewsDebate #GOPDebate #prolife #FoxNews http:…,potus creates bureau of vital fetal organs  foxnewsdebate gopdebate prolife foxnews http…,0.6634,Negative,0
6034,2015-08-07 08:26:37 -0700,6.296750167544586e+17,"As much as I love @RandPaul and will always #StandWithRand, Governor @JohnKasich did a bang up job in the #GOPDebate. That's my two cents.",as much as i love and will always standwithrand governor did a bang up job in the gopdebate that is my two cents,1.0,Positive,4
6035,2015-08-07 08:26:35 -0700,6.296750095066808e+17,"RT @oliviabcarter: ""Destroying Isis in 90 Days"" sounds like a movie I'd pay to see #GOPDebate",destroying isis in 90 days sounds like a movie i would pay to see gopdebate,1.0,Negative,0
6036,2015-08-07 08:26:35 -0700,6.296750076486246e+17,RT @autie_liz21: Let Trump speak! You know @FoxNews is leaving him out for a reason. They don't want him to speak/afraid what he'll say.  #…,let trump speak you know is leaving him out for a reason they do not want him to speakafraid what he will say …,0.6596,Negative,0
6037,2015-08-07 08:26:32 -0700,6.296749961309061e+17,RT @MonsterandBoy: I am in an uproar for not being invited to tonight's debate! I demand a reason!  #GOPDebate @MightyPress @PCzajak,i am in an uproar for not being invited to tonights debate i demand a reason gopdebate,0.3396,Negative,0
6038,2015-08-07 08:26:32 -0700,6.296749950697472e+17,"RT @pattonoswalt: ""I won a radio contest to be here!' -- John Kasich #GOPDebate",i won a radio contest to be here  john kasich gopdebate,1.0,Neutral,2
6039,2015-08-07 08:26:31 -0700,6.296749936606249e+17,"That's great, Dr. Carson. Now how about separating Israel from the West Bank? washingtonpost #GOPDebate #Palestine http://t.co/jGEbIHaenN",that is great dr carson now how about separating israel from the west bank washingtonpost gopdebate palestine ,0.6882,Negative,0
6040,2015-08-07 08:26:31 -0700,6.296749935388754e+17,Fact check on #GOPDebate from @ekiely and his team http://t.co/puI53epdsg via @usatoday,fact check on gopdebate from and his team  via,0.3548,Neutral,2
6041,2015-08-07 08:26:31 -0700,6.296749912698839e+17,Can we get @BernieSanders on a debate floor soon?? Need something to wash the taste of #GOPDebate word vomit out of my mouth from last night,can we get on a debate floor soon need something to wash the taste of gopdebate word vomit out of my mouth from last night,1.0,Negative,0
6042,2015-08-07 08:26:30 -0700,6.296749873062298e+17,RT @Steve_Girschle: Wow Governor Huckabee was fantastic! #gopdebate #imwithhuck #th16 #fairtax,wow governor huckabee was fantastic gopdebate imwithhuck th16 fairtax,1.0,Positive,4
6043,2015-08-07 08:26:29 -0700,6.296749850579886e+17,RT @NASCARNAC: Funny to see so many calling to avoid watching @FOXNews I've been saying this for a DECADE. #GOPDebate,funny to see so many calling to avoid watching i have been saying this for a decade gopdebate,0.3516,Negative,0
6044,2015-08-07 08:26:27 -0700,6.296749748532142e+17,RT @MonsterandBoy: Just because I'm not 35 and this is past my bed time doesn't mean I shouldn't be allowed to debate! #GOPDebate http://t.…,just because i am not 35 and this is past my bed time does not mean i should not be allowed to debate gopdebate …,0.3448,Negative,0
6045,2015-08-07 08:26:27 -0700,6.296749737837896e+17,"RT @gamma_ray239: Very disappointed in @FoxNews, They treated the #GOPDebate no different than @CNN would have; They were dictating vs repo…",very disappointed in they treated the gopdebate no different than would have they were dictating vs repo…,0.3407,Negative,0
6046,2015-08-07 08:26:26 -0700,6.296749727016837e+17,"RT @Jeff_Raines: We need to #fightbigmoney to bring representation of everyday Americans, not billionaires, back to govt #GOPdebate http://…",we need to fightbigmoney to bring representation of everyday americans not billionaires back to govt gopdebate http…,0.6578,Negative,0
6047,2015-08-07 08:26:24 -0700,6.296749629876675e+17,Here is a more meaningful (but not necessarily sillier) discussion than last night's  #GOPDebate... http://t.co/dqbkVEYzCo,here is a more meaningful but not necessarily sillier discussion than last nights gopdebate ,0.6589,Negative,0
6048,2015-08-07 08:26:24 -0700,6.296749629080044e+17,Who won the #GOPDebate last night?,who won the gopdebate last night,1.0,Neutral,2
6049,2015-08-07 08:26:24 -0700,6.296749606178038e+17,"#GOPDebate asks candidates whether or not God has told them what to do as President.  
#Imbeciles",gopdebate asks candidates whether or not god has told them what to do as president imbeciles,0.3444,Negative,0
6050,2015-08-07 08:26:23 -0700,6.29674960164819e+17,"RT @GilWhitedale: So the #GOP basically wants to protect all life by bombing the shit out of the globe. 

#GOPDebate",so the gop basically wants to protect all life by bombing the shit out of the globe gopdebate,1.0,Negative,0
6051,2015-08-07 08:26:23 -0700,6.29674959300735e+17,"The names you call women is not about being politically correct, it's about showing respect  @realDonaldTrump #GOPDebate",the names you call women is not about being politically correct it is about showing respect gopdebate,0.6915,Negative,0
6052,2015-08-07 08:26:23 -0700,6.296749583192556e+17,RT @jodiwilldare: The biggest travesty of last night’s #GOPDebate is that I now have Joan Osbourne’s “One of Us” stuck in my head. #Strange…,the biggest travesty of last night’s gopdebate is that i now have joan osbourne’s one of us stuck in my head strange…,1.0,Negative,0
6053,2015-08-07 08:26:22 -0700,6.296749535295242e+17,"RT @TheDailyEdge: Jeb Bush: ""We can't succeed by dumbing down everything. Although, climate science we can totally ignore."" #GOPDebate http…",jeb bush we can not succeed by dumbing down everything although climate science we can totally ignore gopdebate http…,0.3258,Negative,0
6054,2015-08-07 08:26:22 -0700,6.29674952602456e+17,RT @MonsterandBoy: I think the candidates are afraid of debating education with a Monster! #GOPDebate Monster Needs a Your Vote http://t.co…,i think the candidates are afraid of debating education with a monster gopdebate monster needs a your vote …,0.3653,Negative,0
6055,2015-08-07 08:26:21 -0700,6.296749488570778e+17,"RT @wondersnwanders: In light of the #GOPDebate check out my poem on being a majority
http://t.co/iSsjFq9YSN",in light of the gopdebate check out my poem on being a majority ,0.6523,Neutral,2
6056,2015-08-07 08:26:18 -0700,6.296749389751747e+17,Just a room full of #Texas liberals playing the #GOPDebate drinking game. #Hillary2016 #Biden2016 http://t.co/61a8IWv3bq,just a room full of texas liberals playing the gopdebate drinking game hillary2016 biden2016 ,0.6647,Neutral,2
6057,2015-08-07 08:26:18 -0700,6.296749377547551e+17,@kimguilfoyle It wasn't a debate.It was an effort to bring @realDonaldTrump down. I see why he would not pledge #GOPDebate shame on @FoxNews,it was not a debateit was an effort to bring down i see why he would not pledge gopdebate shame on,0.6691,Negative,0
6058,2015-08-07 08:26:18 -0700,6.296749376456704e+17,RT @CarolHello1: #GOPDebate Shocking Extreme Bias ... https://t.co/Oh7WNjM0WC,gopdebate shocking extreme bias  ,1.0,Negative,0
6059,2015-08-07 08:26:17 -0700,6.296749313332675e+17,"Hee hee hee.  Did you watch your party's debate?  Talk about word games.  #GOPDebate Good times, good times. @SpeakerBoehner",hee hee hee did you watch your partys debate talk about word games gopdebate good times good times,0.3402,Neutral,2
6060,2015-08-07 08:26:14 -0700,6.296749208305705e+17,Clear winner from last nights #GOPDebate? #MegynKelly  #MegynKellyDebateQuestions https://t.co/N7H3T7hXSz,clear winner from last nights gopdebate megynkelly megynkellydebatequestions ,0.3505,Positive,4
6061,2015-08-07 08:26:13 -0700,6.296749164181627e+17,"With no applause from the empty audience, #KidsTable debate sounds like a @BillCosby concert at National Organization 4 Women. #GOPDebate",with no applause from the empty audience kidstable debate sounds like a concert at national organization 4 women gopdebate,0.6667,Negative,0
6062,2015-08-07 08:26:09 -0700,6.296748981982372e+17,"RT @CzarofFreedom: .Not a fan of Ben Carson but @FoxNews went right after him &amp; Trump at the beginning of the so-called #GOPDebate. 
#epicf…",not a fan of ben carson but went right after him  trump at the beginning of the socalled gopdebate epicf…,0.6392,Negative,0
6063,2015-08-07 08:26:08 -0700,6.296748963358761e+17,@foxandfriends @realDonaldTrump would have been nice if u would have let the 92yr. speak instead of interrupting her! #GOPDebate,would have been nice if you would have let the 92yr speak instead of interrupting her gopdebate,0.6452,Positive,4
6064,2015-08-07 08:26:08 -0700,6.296748949141545e+17,"RT @SPZanti: Scott Walker cut his answers short last night, finishing before the allotted time. 

Marquette U: ""We've seen this before.""

#…",scott walker cut his answers short last night finishing before the allotted time marquette you we have seen this before …,0.6692,Negative,0
6065,2015-08-07 08:26:06 -0700,6.29674888828203e+17,@elonjames I wonder how CNN will address the issue at the next #GOPdebate.,i wonder how cnn will address the issue at the next gopdebate,0.7025,Negative,0
6066,2015-08-07 08:26:04 -0700,6.296748805863956e+17,#GOPdebate @realDonaldTrump said country needs him to straighten out the financial mess. Support #FairTax &amp; I will vote for you. @FairTax,gopdebate said country needs him to straighten out the financial mess support fairtax  i will vote for you,0.6472,Positive,4
6067,2015-08-07 08:26:00 -0700,6.29674863276372e+17,"1st #GOPDebate--Encouraging to see several candidates express their faith in God and His Son, Jesus Christ. http://t.co/6ZjWBXBPse",1st gopdebateencouraging to see several candidates express their faith in god and his son jesus christ ,1.0,Positive,4
6068,2015-08-07 08:26:00 -0700,6.296748608143196e+17,#GOPDebate Ben Carson not the first to use half-brain removal during brain surgery-- evidence on Capital Hill someone beat him to it--HA!,gopdebate ben carson not the first to use halfbrain removal during brain surgery evidence on capital hill someone beat him to itha,0.6495,Negative,0
6069,2015-08-07 08:25:58 -0700,6.29674852098519e+17,Fox keeps congratulating itself on a great job.  Media using its power to slant as usual.  No real media.  No REAL Education.  #GOPDebate,fox keeps congratulating itself on a great job media using its power to slant as usual no real media no real education gopdebate,1.0,Negative,0
6070,2015-08-07 08:25:56 -0700,6.296748460211364e+17,When's the next #GOPDebate ?? Some these guys should just give up now,when is the next gopdebate  some these guys should just give up now,1.0,Negative,0
6071,2015-08-07 08:25:56 -0700,6.296748459916247e+17,"RT @edstetzer: So, who saw a conversation on tithing coming at the #GOPDebate?!?!",so who saw a conversation on tithing coming at the gopdebate,1.0,Neutral,2
6072,2015-08-07 08:25:56 -0700,6.296748433745265e+17,Where is Donald trump in polling after last nights debacle ? #GOPDebate #GopPoll,where is donald trump in polling after last nights debacle  gopdebate goppoll,0.6279,Negative,0
